MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE
LAKLIGHTS PRODUCTS,LAKLIGHTS,LAKLIGHT/50/GM/PLPCH/VEGETABLE FLV SOYA MEAT,50,GM,50GM ,PLPCH 
A BAUR& CO.PVT LTD,PARACHUTE,PARACHUTE/180/ML/PBT/HAIR FALL CONTROL/WITH COCONUT & GOTUKOLA,1080,ML,1080ML,PBT
AMILA PRODUCTS,AMILA,AMILA/100/G/PLUPCH/ROASTED CURRY POWDER ,100,GM,100G,PLUPCH
A BAUR& CO.PVT LTD,PARACHUTE,PARACHUTE/180/ML/PBT/DAMAGE REPAIR /WITH COCONUT & PERA KOLA,180,ML,180ML,PBT
RECKITT BENCKISER (LANKA) LTD,DETTOL,DETTOL/70*4/GM/EWRPK/UP TO 5C COOLING SENSATION+FREE HARPIC/200/ML/PLBT/POWER PLUS 10 ,70,GM,70GM*4,EWRPK
SOLA CHEMICAL CO (PVT) LTD,SOLA,SOLA/500/ML/PLBT/NEW REAL MOPPER DISINFECTANT SURFACE CLEANER LEMON,500,ML,500ML,PLBT
SOLA CHEMICAL CO (PVT) LTD,SOLA,SOLA/500/ML/PLBT/NEW REAL MOPPER DISINFECTANT SURFACE CLEANER LAVENDER,500,ML,500ML,PLBT
NETHMI CONFECTIONERY,SHEHARA,SHEHARA/CHOCOLATE/OPERA/ICING/CAKE/900 GM/CDBOX,10000,10000,900 GM,CDBOX
NETHMI CONFECTIONERY,SHEHARA,SHEHARA/VANILA/GENOISE/VANILA/FLAVOURED/ICING/CAKE/900/GM/CDBOX,10000,10000,900 GM,CDBOX
UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/2 IN 1 CLEAN & CITRUS/FRESH/1000 GM/PLPCH,10000,10000,1000 GM,PLPCH
NESTLE LANKA,MAGGI CLASSIC,MAGGI /75G/POCH /PAPARE BLAST/,75,GM,75G,POCH 
CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE /490G/POCH PACK /SUPER CREAM CRACKER /60 PRICE OFF,490,GM,490G,POCH 
KITCHEN DAIYA PRODUCT,KITCHEN DAIYA,KITCHEN /DAYY/100G/POCH PACK /CHIILLE POWDER ,100,GM,100G,POCH 
RHD ENTERPRISES (PVT) LTD,RHD,"RHD/2.5/""/POLYTHENE COVER /PAINT BRUSH, ALL PAINTS",10000,10000,"2.5""",POLYTHENE COVER 
VINI CONSUMER CARE LANKA PVT LTD,FOGG,FOGG/120/ML/TIN/PARADISE FRAGRANT BODY SPRAY FOR WOMEN,10000,10000,120 ML,TIN 
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/KOHOMBA AYUVEDA SOAP,75,GM,75GM,CDBOX
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC /500/ML/PLBOT/POWER PLUS 10X AADVANCED ORIGINAL / FREE DIVA ROSE FREESH 200GM ,500,ML,500ML,PLBOT
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/ VENIVEL AYURVEDA SOAP,75,GM,75GM,CDBOX
SUPIRI LANKA PRODUCTS,SUPIRI LANKA,SUPIRI LANKA/190/ML/PLCUP/ORANGE FLAVOURED DRINK,190,ML,190ML,PLCUP
COCA-COLA BEVERAGES,SPRITE,SPRITE/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/490/G/PLPCH/CREAM CRACKER SAVE 60,490,GM,490G,PLPCH 
PREMIUM WATER LANKA (PVT) LTD,CATCHY,CATCHY CEYLON DRINKIG WATER 500 ML,10000,10000,500 ML,PLBOT
NEW MIDLEY LANKA MILK PRODUCTS,MIDLEY,MIDLEY FALUDA DRINK 200 ML PET,10000,10000,200 ML,PET
MALLIKA DAIRY PRODUCTS ,MALLIKA,MALLIKA MIXED FRUIT DRINK 200 ML PET,10000,10000,200 ML,PET
MALLIKA DAIRY PRODUCTS ,MALLIKA,MALLIKA CHOCOLATE FLAVOURED MILK DRINK 200 ML PET,10000,10000,200 ML,PET
MALLIKA DAIRY PRODUCTS ,MALLIKA,MALLIKA MIXED FRUIT DRINK 200 ML PET,10000,10000,200 ML,PET
HEMAS PHARMACEUTICALS (PVT) LTD,SUSTAGEN,SUSTAGEN/400/GM/TIN/NUTRITION SUPPLEMENTS CHOCOLATEFLAVOURED/FREE LIPTON TEA PACK(LIPTON YELLOW LABEL 40/GM/20 TEA BAGS),400,GM,400GM,TIN
HEMAS MARKETING,BABY CHERAMY,"BABY CHERAMY BABYSOAP/5 * 75(375)/GM/CD BOX/ALMOND OIL , VITAMIN E & MILK/SAVE RS.45",10000,10000,5 * 75(375)GM,CD BOX 
HEMAS PHARMACEUTICALS (PVT) LTD,SUSTAGEN,SUSTAGEN/400/GM/TIN/NUTRITION SUPPLEMENTS VANILLA FLAVOURED/(FREE LIPTON TEA PACK LIPTON YELLOW LABEL 40/GM/20 TEA BAGS),400,GM,400GM,TIN
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/100/ML/HERBAL COLOGNE NEEM & TURMERIC/GLBOT ,100,ML,100ML ,GLBOT 
PRIMELINE INDUSTRIES (PVT) LTD,SO SOFT,NEW ARRIVAL SO SOFT/10/PADS/PLPCH/EVERY GIRLS TRUST COTTON FEEL WINGS SANITARY NAPKINS.,10,PADS,10PADS,PLPCH 
PRIMELINE INDUSTRIES (PVT) LTD,SO SOFT,NEW ARRIVAL SO SOFT/10/PADS/PLPCH/EVERY GIRLS TRUST DRYTEX WINGS SANITARY NAPKINS.,10,PADS,10PADS,PLPCH 
UNILEVER SRI LANKA LTD,LEVER AYUSH,"AYUSH/140(110G+30G)/GM/CDB/TOTAL ORAL CARE CAVITY PROTECTION, HEALTHY GUMS & REDUCES PLAQUE WITH CLOVE OIL & DASANAKANTHI CHOORNAM/SAVE RS.50/=",140,GM,140GM(110G×30G),CDB
MACLIMUM FMCG (PVT) LTD,MAAM CHOCOLATE CREAM,MAAM CHOCOLATE CREAM/90/GM/PLPCH ,90,GM,90GM ,PLPCH
LELAN MARKETING,SHINE MAX CLOREX,SHINE MAX CLOREX/100/ML/PBT,100,ML,100ML ,PBT
UNILEVER SRI LANKA LTD,RIN,RIN/2000(1KG×2)/GM/PLPCH/REFRESH LEMON & ROSE/FREE/BUCKET/1NO,2000,GM,2000GM(1KG×2),PLBUCKET 
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/FRESH CITRUS/SAVE RS.50/=/FREE/DIVA FRESH/200/GM/PLPCH/3 IN 1 ROSE & LIME DETERGENT POWDER ,500,ML,500ML ,PBT
BAKTHI HERBAL LANKA (PVT) LTD ,PRO FIX,PRO FIX/3/GM/SUPER GLUE ,3,GM,3GM,10000
NESTLE LANKA,MAGGI HOT,MAGGI/75/GM/PLPCH/PAPARE BLAST,75,GM,75GM ,PLPCH 
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/FRESH PINE/SAVE RS.50/=/FREE/DIVA FRESH/200/GM/PLPCH/3 IN 1 ROSE & LIME DETERGENT POWDER ,500,ML,500ML ,PBT
UNILEVER SRI LANKA LTD,SIGNAL STRONG TEETH,SIGNAL STRONG TEETH/160/GM/MAX CAVITY PROTECTION & STRONGER ENAMEL/FREE/SIGNAL/1/NO/TRIPLE CLEAN MEDIUM TOOTH BRUSH ,160,GM,160GM ,10000
MANCHESTER FOODS (PVT) LTD,MAAM BANANA CREAM,MAAM BANANA CREAM/360/GM/PLPCH,360,GM,360GM ,PLPCH
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/POWER PLUS 10X ADVANCED ORIGINAL/SAVE RS. 50/=,500,ML,500ML ,PBT
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/FRESH FLORAL/SAVE RS.50/=/FREE/DIVA FRESH/200/GM/PLPCH/3 IN 1 ROSE & LIME DETERGENT POWDER ,500,ML,500ML ,PBT
CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE\490\G\EWRPK \SUPER CREAM CRACKER SAVE R.S 60,490,GM,490G,EWRPK 
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE \200\G\POUCH\FULL CREAM MILK POWDER ,200,GM,200G,POUCH 
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN MALT,MALIBAN MALT\400\G\POUCH \+FREE MALIBAN GOLD TEA BOPF 50G POUCH ,400,GM,400G,POUCH 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER ,MALIBAN\490\G\PLPCH \CREAM CRACKER FAMILY PACK SAVE R.S 60,490,GM,490G,PLPCH 
CEYLON BISCUITS LIMITED,MUNCHEE ,"MUNCHEE/490/GM/PLPCH/SUPER CREAM CRACKER, ENRICHED WITH VITAMINS, SAVE RS 60",490,GM,490GM,PLPCH 
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CDBOX/FULL CREAM MILK POWDER. SAVE RS 20,200,GM,200GM,CDBOX 
NATURE'S BEAUTY CREATIONS LTD,MISUMI,"MISUMI/65/GM/CDBOX/ KIYO,  BEAUTY SOAP ",65,GM,65GM,CDBOX 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,"MALIBAN/490/GM/PLPCH /CREAM CRACKER, FAMILY PACK,SAVE RS 60",490,GM,490GM,PLPCH 
SUNSHINE COUNSUMER LANKA LTD,RAN KAHATA,"RAN KAHATA/100/GM/PLPCH /TEA,SAVE RS 15",100,GM,100GM,PLPCH 
HEMAS MARKETING,BABY CHERAMY ,"BABY CHERAMY/375G (75G ×5)/CDBOX/ALMOND OIL,VITAMIN E & MILK SAVE RS 45.00",375,GM,375G (75×5),CDBOX 
HEMAS MARKETING,BABY CHERAMY,"BABY CHERAMY/375G( 75G×5)/CDBOX/FLORAL EXTRACTS,VITAMIN E & MILK SAVE RS 45.00",375,GM,375G (75G ×5),CDBOX 
NESTLE LANKA,MILO,MILO/600/GM/PLPCH/ACTIVE-GO LIMITED OFFER ,600,GM,600GM,PLPCH 
IMPORTED,COLOURED ,COLOURED/12 COLOURS/PINCILS,10000,10000,12 PENCIL,CD
CARGILLS FOODS & BEVERAGE LTD,KIST,KIST/200/GM/PBT/SQUEEASY BUDDY TOMATO SAUCE,10000,10000,200 GM,PBT
UNILEVER SRI LANKA LTD,CLOSE UP,CLOSE UP/120/GM/CD BOX/TRIPLE FRESH FORMULA PEPPERMINT SPLASH+SAVE 90,10000,10000,120/GM,CD BOX
HEMAS MARKETING,DIVA DIRIYA,DIVA DIRIYA/1KG/PLPCH/DIRT LIFT TECHNOLOGY DETERGENT POWDER ,1,KG,1KG,PLPCH 
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500ML/PLBOT/POWER PLUS 10X ORIGINAL SAVE RS 50.00 FREE DIVA ROSE & LIME 200G,500,ML,500ML ,PLBOT 
HEMAS MARKETING,DIVA DIRIYA,DIVA DIRIYA/500G/ PLPCH/DIRT LIFT TECHNOLOGY DETERGENT POWDER ,500,GM,500G ,PLPCH 
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY/50ML/CDBOX/PURE & GENTLE BABY COLOGNE FREE PEARS BABY RATHMAL BABY SOAP 70G ,50,ML,50ML ,CDBOX 
UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/80ML/PLBOT/STRONG & THICK WITH RICE WATER PROTEIN +VITAMIN E HEALTH SHAMPOO ,80,ML,80ML ,PLBOT 
NESTLE LANKA,MAGGI,MAGGI/75G/PLPCH/PAPARE BLAST INSTANT NOODLES ,75,GM,75G,PLPCH 
CEYLON BISCUITS LIMITED,RITZBURY ,RITZBURY/25/GM/PLWRP/ROCCOA WITH MILK/MILK CHOCOLATE ,10000,10000,25 GM,PLWRP
CEYLON BISCUITS LIMITED,RITZBURY ,ROCCOA/45/GM/PLWRP/ROCCOA WITH CASHEW/MILK CHOCOLATE ,10000,10000,45 GM,PLWRP 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ZELLERS,ZELLERS/90/GM/GM/CDBOX/DIVINE/CHOCO LAYERED BISCUITS ,10000,10000,90 GM,CDBOX 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN YOYO,MALIBAN/85/GM/PLPCH/YOYO/CHOCO CREAM/CHOCOLATE CREAM BISCUIT,10000,10000,85 GM,PLPCH 
CEYLON COLD STORES,ELEPHANT HOUSE VI BE,ELEPHANT HOUSE VI BE/250ML/CAN/GRAPE BURST,250,ML,250ML,CAN
CEYLON COLD STORES,ELEPHANT HOUSE VI BE,ELEPHANT HOUSE VI BE/ 250ML/ CAN/ APPLE BURST,250,ML,250ML ,CAN
CEYLON COLD STORES,ELEPHANT HOUSE VI BE,ELEPHANT HOUSE VI BE/ 250ML/ CAN/ ORANGE BURST,250,ML,250ML,CAN
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY MAGIC DROPS BABY COLOGNE 100ML FREE PEARS BED TIME BABY CREAM WITH MOISTURE CREAM 50ML,100,ML,100ML,CDBOX
MAGAM LIFE (PVT) LTD,MAGAM,MAGAM/60/GM/PLPCH/POLOS FLAVOUR,10000,10000,60 GM,PLPCH 
WIJITHA GROUP OF COMPANIES (PVT) LTD,WIJI,WIJI /250/GM/PLPCH/THIN STRING NOODLES ,10000,10000,250 GM,PLPCH 
MAGAM LIFE (PVT) LTD,MAGAM,MAGAM/60/GM/PLPCH/ROASTED CHICKEN ,10000,10000,60 GM,PLPCH 
MAGAM LIFE (PVT) LTD,MAGAM,MAGAM/60/GM/PLPCH/PRAWNS FLAVOUR ,10000,10000,60 GM,PLPCH 
GAMI RASA FOOD PRODUCTS ( PVC ) LTD ,GAMIRASA ,GAMIRASA/40/GM/PLPCH/BUCKET PACK ,10000,10000,40 GM,PLPCH 
CEYLON COLD STORES,ELEPHANT VIBE,ELEPHANT/250/ML/VIBE/ORANGE BURST,10000,10000,250 ML,CAN
CEYLON COLD STORES,ELEPHANT VIBE,ELEPHANT/250/ML/VIBE/GRAPE BURST,10000,10000,250 ML,CAN
S & C HARDWARE DISTRIBUTOR,S & C NC THINNER,S & C \4\L\PL CAN\ NC THINNER ,4,LTR,4L,PL CAN
S & C HARDWARE DISTRIBUTOR,S & C NC THINNER,S & C\4\L\PL CAN\NC THINNER ,4,LTR,4L,PL CAN
S & C HARDWARE DISTRIBUTOR,S & C NC THINNER,S & C \2\L\PL CAN\NC THINNER ,2,LTR,2L,PL CAN
LUCKY DISTRIBUTORS,DELTA,DELTA\4\L\PL CAN\WOOD PRESERVATIVE CLEAR ,4,LTR,4L,PL CAN
LUCKY DISTRIBUTORS,DELTA,DELTA\2\L\PL CAN\WOOD PRESERVATIVE CLEAR ,2,LTR,2L,PL CAN
GREEN LIGHT BAKE HOUSE,GREEN LIGHT,GREEN LIGHT/450/GM/ CDBOX/CREAMY ICING  CAKE ,450,GM,450GM,CDBOX 
GREEN LIGHT BAKE HOUSE,GREEN LIGHT,GREEN LIGHT/220/GM/CDBOX/BUTTER CAKE ,220,GM,220GM,CDBOX 
GREEN LIGHT BAKE HOUSE,GREEN LIGHT,GREEN LIGHT/220/GM/CDBOX/FRUIT CAKE ,220,GM,220GM,CDBOX 
NESTLE LANKA,MAGGI PAPARE,MAGGI/75/GM/PLPCH/MAGGI PAPARE BLAST INSTANT NOODLES ,75,GM,75GM,PLPCH
THE COLOMBO ICE COMPANY (PVT)LTD,ELEPHANT HOUSE ,ELEPHANT HOUSE TAMARIND & HONEY 60ML,60,ML,60ML,PLPCH
THE COLOMBO ICE COMPANY (PVT)LTD,ELEPHANT HOUSE ,ELEPHANT HOUSE TAMARIND & HONEY POPSICLE 60ML,60,ML,60ML,PLPCH
SUNSHINE COUNSUMER LANKA LTD,X-TRA,X-TRA/1/NO/PLPCH/FRESH STRAWBERRY CENTER FILLED BUBBLE GUM,10000,10000,1 NO,PLPCH
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CD BOX/FULL CREAM POWDER SAVE RS 30,200,GM,200GM,CDBOX
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CDBOX/FULL CREAM MILK POWDER + SAVE RS.20/,10000,10000,200 GM,CDBOX 
KEELLS FOOD PRODUCTS LTD,KREST,KEELLS KREST/270/GM/CDBOX/FISH CUTLET,10000,10000,270 GM,CDBOX
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY HERBAL COLOGNE NEEM&TURMERIC/100/ML/CD BOX,100,ML,100ML,CD BOX
GREEN LANKA COSMETICS CO.,SUDUMAL,SUDUMAL/160/G/EWRPK/DETERGENT BAR YELLOW,160,GM,160G,EWRPK 
GREEN LANKA COSMETICS CO.,SUDUMAL,SUDUMAL/160/G/EWRPK/DETERGENT BAR ROSE,160,GM,160G,EWRPK 
USWATTE GOLDEN BISCUITS (PVT)LTD,USWATTE ,USWATTE KRISPIES VANILLA FLAVORED WAFERS 200GM,200,GM,200GM,PLPCH
FLASH DETERGENT (PVT) LTD,FLASH,FLASH/600/ML/PB0T/TOILET BOWL CLEANER,600,ML,600ML,PBOT
FLASH DETERGENT (PVT) LTD,FLASH,FLASH/1000/ML/PBOT/FLORAL DISINFECTANT FLOOR CLEANER,1000,ML,1000ML,PBOT
MANCHANAYAKA AGRI FOOD (PVT) LTD,COLO COCONUT MILK POWDER,COLO/25/G/PLPSH/COCONUT MILK POWDER ,25,GM,25G,PLPSH 
WIJAYA PRODUCTS (PVT) LTD,WIJAYA,WIJAYA/20/G/PLPSH/PURE CEYLON TEA,20,GM,20G,PLPSH 
RECKITT BENCKISER (LANKA) LTD,DETTOL,DETTOL COOL UP TO ANTIBACTERIAL COOLING SENSATION /1NO/EWPRK/70G BUY 4 GET 1 FREE HARPIC POWER PLUS 10X 200ML ,1,NO,1NO,EWPRK 
HEMAS MARKETING,VELVET,VELVET/70/GM/EWRPK/CUTIE ROSE & DRAGON FRUIT SOAP/SAVE RS 40,70,GM,70GM,EWRPK 
HEMAS MARKETING,VELVET,VELVET/70/GM/EWRPK/NATURALS COCONUT MILK & SHEA BUTTER SOAP/SAVE RS 40,70,GM,70GM,EWRPK 
JEEWAKA FOOD (PVT) LTD,JEEWAKA,JEEWAKA/50/GM/PLPCH/FISH FLAVOUR SOYA MEAT ,50,GM,50GM,PLPCH 
HEMAS MARKETING,VELVET,VELVET/70/GM/EWRPK/NATURALS AVOCADO & ARGAN OIL SOAP/SAVE RS 40,70,GM,70GM,EWRPK 
JEEWAKA FOOD (PVT) LTD,JEEWAKA,JEEWAKA/50/GM/PLPCH/CUTTLEFISH FLAVOUR SOYA MEAT ,50,GM,50GM,PLPCH 
NESTLE LANKA,MAGGI,MAGGI/75 GM/PAPARE BLAST/PLPCH ,10000,10000,75 GM,PLPCH 
TRADEX INDUSTRIAL PARK,OMIL,OMIL / KOHOMBA / 100GM / WITH COCONUT & NEEM OIL / CDBOX ,100,GM,100GM,CDBOX
UDARATA TEA STORES,JANATHA ,JANATHA TEA 40 GM,10000,10000,40 GM,PLPCH
SAJA FRUIT CANNERIES,SAJA ,SAJA WOODAPPLE DRINK-PET 350 ML,10000,10000,350 ML,PET
SAJA FRUIT CANNERIES,SAJA ,SAJA MANGO-PET 350 ML,10000,10000,350 ML,PET
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER FAMILY PAC,MALIBAN/CREAM CRACKER FAMILY PAC/490/G/PLPCH/SAVE RS 60,10000,10000,490,PLPCH
WEERASINHA HOLDING (PVT) LTD,WINDAY GORAKA,WINDAY/NATURAL/GORAKA/DRINK/200 ML/RGB,10000,10000,200 ML,GLBOT
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER FAMILY PAC,MALIBAN/CREAM CRACKER FAMILY PAC/490/G/PLPCH/SAVE RS 60,10000,10000,490,PLPCH
NES,MAGGI,MAGGI /75/GM/PLPCH/PAPARE BLAST NOODLES ,75,GM,75GM ,PLPCH 
HEMAS MARKETING,BABY CHERAMY,BABY CHERAMY/75×5/GM/CDBOX /ALMOND OIL AND VITAMIN E SOAP +BABY CHERAMY 75 GM SOAP FREE,375,GM,375GM ,CDBOX 
DUMINDU INDUSTRIES AND PRINTERS PVT LTD,WRITE,WRITE / 40 / PGS / 1 NO / CR BOOK,10000,10000,40 PGS,1 NO
PRINT EXCEL PVT LTD,RATHNA,RATHNA/200/PGS/A4 EXERCISE BOOK,200,PGS,200PGS,10000
CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE/490/GM/SUPER CREAM CRACKER ENRICHED WITH VITAMINS + PRICE OFF RS 60,10000,10000,490 GM ,PL POUCH
DIMUTHU PRODUCTS,DIMUTHU,DIMUTHU/25/GM/PLPCH/CINNAMON POWDER ,25,GM,25GM,PLPCH
CAVINKARE PRIVATE LIMITED,INDICA,INDICA/21/ML/PLPCH/EASY HAIR COLOUR LIQUID NATURAL BLACK + BUY 2 INDICA EASY GET 1 40ML MEERA CONDITIONER FREE ,10000,10000,21 ML,PLPCH 
VINI CONSUMER CARE LANKA PVT LTD,FOGG,FOGG/120/ML/TIN/DELICIOUS FRAGRANT BODY SPRAY FOR WOMEN,10000,10000,120 ML,TIN 
ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON/180/ML/PLBOT/LONG AND STRONG CONDITIONER HIBISCUS JATAMANSI,10000,10000,180 ML,PLBOT 
ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON/80/ML/PLBOT/LONG AND STRONG CONDITIONER HIBISCUS JATAMANSI,10000,10000,80 ML,PLBOT 
UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/175/ML/PLBOT/HERBAL SHAMPOO WITH HERBAL EXTRACTS,10000,10000,175 ML,PLBOT 
HEMAS PHARMACEUTICALS (PVT) LTD,SUSTAGEN,SUSTAGEN/400/GM/TIN/CHOCOLATE FLAVORED NUTRITIONAL SUPPLEMENT + FREE LIPTON/40/GM/CDBOX/YELLOW LABEL BLACK TEA,10000,10000,400 GM,TIN 
HEMAS PHARMACEUTICALS (PVT) LTD,SUSTAGEN,SUSTAGEN/400/GM/TIN/VANILLA FLAVORED NUTRITIONAL SUPPLEMENT + FREE LIPTON/40/GM/CDBOX/YELLOW LABEL BLACK TEA,10000,10000,400 GM,TIN 
VINI CONSUMER CARE LANKA PVT LTD,FOGG,FOGG/120/ML/TIN/PARADISE FRAGRANT BODY SPRAY FOR WOMEN,10000,10000,120 ML,TIN 
HEMAS MARKETING,FEMS,FEMS/10 SANAKIN/3X PROTECTION /,10000,10000,10,POCH 
HEMAS MARKETING,FEMS ,FEMS/10 NAPKIN/DRYTEX 3X PROTECTION ,10000,10000,10 NAPKINS,POCH 
SEWWANDI FOOD FRODUT,SEWWANDI ,SEWWANDI/60G/POCH PACK /DADAYAM BATTA,60,GM,60G,POCH 
SEWWANDI FOOD FRODUT,SEWWANDI ,SEWWANDI /60G/POCH PACK /DALLO BATTA,60,GM,60G,POCH 
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/200/GM/PLPCH/FULL CREAM MILK POWDER,10000,10000,200 GM,PLPCH 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER FAMILY PAC,MALIBAN/CREAM CRACKER FAMILY PAC/490/G/PLPCH/SAVE RS 60,10000,10000,490,PLPCH
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/490/G/PLPCH/CREAM CRACKER SAVE 60,490,GM,490G,PLPCH 
NESTLE LANKA,MAGGI,MAGGI/75/GM/PLPCH/PAPARE BLAST INSTANT NOODLES ,10000,10000,75 GM,PLPCH
UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY AYURVEDA CARE/ PANCHARATNA SHAMPOO/ 80ML / FREE LIFEBUOY MILD CARE WITH MILK PROTEIN/ 75GM,80,ML,80ML,PBT
COCA-COLA BEVERAGES,FANTA ORANGE,FANTA\1500\ML\PBT\ORANGE FLAVOURED\SAVE RS 40,1500,ML,1500ML,PBT
KITCHI HOLDING LANKA PVT LTD,KITCHI,KITCHI/400/G/PLPSH/INSTANT NOODLES/WITH FREE BIRIANI MIX SPICY PACK 2IN1,400,GM,400G,PLPSH 
B.S.T.TRADERS,ROSETTE,ROSETTE/200/PGS/JAFFNA RULE ,200,PGS,200PGS,PGS
THILOKA ENTERPRISES,SNOLIGHT,SNOLIGHT/100/GM/EWRPK/LEMON PURE LAUNDRY BAR SOAP/THILOKA ENTERPRISES,10000,10000,100 GM,EWRPK 
DREAM LIFE SCIENCE (PVT)LTD,ARYA,ARYA/8 PAD/POCH PACK /EASY NAPKIN,10000,10000,8,POCH 
MAKING HOLDING LANKA PVT LTD,SURE,SURE/250/ML/PBT/NO-1/LIME,250,ML,250ML,PBT
LION FRUIT PRODUCT (PVT),LION,LION/185/ML/PBT/NO-1/TOMATO SAUCE ,185,ML,185ML,PBT
DINIDU PRODUCTS ,DINIDU,DINIDU/50/G/EWRPK/NO-1/CHILLI PIECES,50,GM,50G,EWRPK
DINIDU PRODUCTS ,DINIDU,DINIDU/50/G/EWRPK/NO-1/CHILLI POWDER ,50,GM,50G,EWRPK
CEYLON COLD STORES,ELEPHANT HOUSE VIBE,ELEPHANT HOUSE VIBE /250/ML/CAN/NO-1/GRAPE BURST,250,ML,250ML,CAN
CEYLON COLD STORES,ELEPHANT HOUSE VIBE,ELEPHANT HOUSE VIBE/250/ML/CAN/NO-1/APPLE BURST,250,ML,250ML,CAN
CEYLON COLD STORES,ELEPHANT HOUSE VIBE,ELEPHANT HOUSE VIBE /250/ML/CAN/NO-1/GRAPE BURST,250,ML,250ML,CAN
CEYLON COLD STORES,ELEPHANT HOUSE VIBE,ELEPHANT HOUSE VIBE/250/ML/CAN/NO-1/APPLE BURST,250,ML,250ML,CAN
GAMUNU PRODUCTS PVT,GAMUNU ,GEMUNU/50/G/EWRPK/NO-1/TEA,50,GM,50G,EWRPK
HEMAS MARKETING,BABY CHERAMY,"BABY CHERAMY/225(75G×3)/GM/CDB/FLORAL EXTRACTS, VITAMIN E & MILK/SAVE RS. 50/=",225,GM,225GM(75G×3),CDB
LANKA KINGS FOOD (PVT) LTD,KINGS KAL KIRI,KINGS KAL KIRI/250/ML/GBT/CHOCOLATE FLAVOURED ,250,ML,250ML ,GBT
COUNTRY STYLE FOODS,FND,FND/55/GM/PLPCH/JUJUBS,55,GM,55GM,PLPCH 
PURE DALE CEYLON (PVT) LTD,PUREDALE,PUREDALE/1000/GM/CDBOX/FULL CREAM MILK POWDER,1000,GM,1000GM,CDBOX
NARAH COMPUTER FORMS,TEN,TEN/1/NO/DRAWING BOOK WHITE MEDIUM 40 PGS,1,NO,1NO,10000
NC PAINT,NIL MANEL,NIL MANEL/375ML/GBT/NC THINNER ,375,ML,375ML,GBT
NC PAINT,NIL MANEL,NIL MANEL/180ML/GBT/NC THINNER ,180,ML,180ML,GBT
CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE\490\G\EWRPK \SUPER CREAM CRACKER SAVE R.S 60,490,GM,490G,EWRPK 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER ,MALIBAN\490\G\PLPCH \CREAM CRACKER FAMILY PACK SAVE R.S 60,490,GM,490G,PLPCH 
